日期,品种,标的,多空,数量,可用数量,收盘价/结算价,市值/价值,盈亏/逐笔浮盈,开仓均价,持仓均价（期货）,保证金,当日盈亏,今手数,盈亏占比,仓位占比
2019/6/11,股票,万华化学(600309.XSHG),多,7320股,7320股,40.1,293532,78378,29.39,-,0,13468.8,0股,36.43%,14.58%
2019/6/11,股票,金地集团(600383.XSHG),多,41200股,41200股,12.18,501816,112003,9.46,-,0,10712,0股,28.73%,24.93%
2019/6/11,股票,深高速(600548.XSHG),多,13900股,13900股,9.6,133440,8799,8.97,-,0,1529,0股,7.06%,6.63%
2019/6/11,,Cash,,,,,896446.49,,,,,,,,
2019/6/12,股票,招商银行(600036.XSHG),多,100股,100股,35.33,3533,2739.78,7.93,-,0,-9,0股,345.40%,0.18%
2019/6/12,股票,长江电力(600900.XSHG),多,100股,100股,17.91,1791,1460.97,3.3,-,0,-9,0股,442.68%,0.09%
2019/6/12,股票,宁波银行(002142.XSHE),多,84股,84股,23.16,1945.44,1549.99,4.71,-,0,-2.52,0股,391.96%,0.10%
2019/6/12,股票,上海机场(600009.XSHG),多,100股,100股,74.13,7413,6336.36,10.77,-,0,-159,0股,588.53%,0.37%
2019/6/12,股票,万科A(000002.XSHE),多,200股,200股,28,5600,4665.54,4.67,-,0,-66,0股,499.28%,0.28%
2019/6/12,股票,格力电器(000651.XSHE),多,3100股,3100股,52.78,163618,53342.61,35.57,-,0,-3627,0股,48.37%,8.18%
2019/6/12,股票,万华化学(600309.XSHG),多,7320股,7320股,39.78,291189.6,76035.6,29.39,-,0,-2342.4,0股,35.34%,14.55%
2019/6/12,股票,金地集团(600383.XSHG),多,41200股,41200股,12.04,496048,106235,9.46,-,0,-5768,0股,27.25%,24.79%
2019/6/12,股票,深高速(600548.XSHG),多,13900股,13900股,9.58,133162,8521,8.97,-,0,-278,0股,6.84%,6.66%
2019/6/12,,Cash,,,,,896446.49,,,,,,,,
2019/6/13,股票,招商银行(600036.XSHG),多,100股,100股,35.25,3525,2731.78,7.93,-,0,-8,0股,344.39%,0.18%
2019/6/13,股票,长江电力(600900.XSHG),多,100股,100股,17.67,1767,1436.97,3.3,-,0,-24,0股,435.41%,0.09%
2019/6/13,股票,宁波银行(002142.XSHE),多,84股,84股,22.85,1919.4,1523.95,4.71,-,0,-26.04,0股,385.38%,0.10%
2019/6/13,股票,上海机场(600009.XSHG),多,100股,100股,73.93,7393,6316.36,10.77,-,0,-20,0股,586.68%,0.37%
2019/6/13,股票,万科A(000002.XSHE),多,200股,200股,27.83,5566,4631.54,4.67,-,0,-34,0股,495.64%,0.28%
2019/6/13,股票,格力电器(000651.XSHE),多,3100股,3100股,51.27,158937,48661.61,35.57,-,0,-4681,0股,44.13%,7.97%
2019/6/13,股票,万华化学(600309.XSHG),多,7320股,7320股,39.58,289725.6,74571.6,29.39,-,0,-1464,0股,34.66%,14.53%
2019/6/13,股票,金地集团(600383.XSHG),多,41200股,41200股,11.92,491104,101291,9.46,-,0,-4944,0股,25.98%,24.63%
2019/6/13,股票,深高速(600548.XSHG),多,13900股,13900股,9.89,137471,12830,8.97,-,0,4309,0股,10.29%,6.89%
2019/6/13,,Cash,,,,,896446.49,,,,,,,,
2019/6/14,股票,招商银行(600036.XSHG),多,100股,100股,35.35,3535,2741.78,7.93,-,0,10,0股,345.65%,0.18%
2019/6/14,股票,长江电力(600900.XSHG),多,100股,100股,17.5,1750,1419.97,3.3,-,0,-17,0股,430.26%,0.09%
2019/6/14,股票,宁波银行(002142.XSHE),多,84股,84股,22.69,1905.96,1510.51,4.71,-,0,-13.44,0股,381.98%,0.10%
2019/6/14,股票,上海机场(600009.XSHG),多,100股,100股,73.16,7316,6239.36,10.77,-,0,-77,0股,579.52%,0.37%
2019/6/14,股票,万科A(000002.XSHE),多,200股,200股,27.93,5586,4651.54,4.67,-,0,20,0股,497.78%,0.28%
2019/6/14,股票,格力电器(000651.XSHE),多,3100股,3100股,51.16,158596,48320.61,35.57,-,0,-341,0股,43.82%,8.01%
2019/6/14,股票,万华化学(600309.XSHG),多,7320股,7320股,38.84,284308.8,69154.8,29.39,-,0,-5416.8,0股,32.14%,14.35%
2019/6/14,股票,金地集团(600383.XSHG),多,41200股,41200股,11.84,487808,97995,9.46,-,0,-3296,0股,25.14%,24.62%
2019/6/14,股票,深高速(600548.XSHG),多,13900股,13900股,9.62,133718,9077,8.97,-,0,-3753,0股,7.28%,6.75%
2019/6/14,,Cash,,,,,896446.49,,,,,,,,
2019/6/17,股票,招商银行(600036.XSHG),多,100股,100股,35.6,3560,2766.78,7.93,-,0,25,0股,348.81%,0.18%
2019/6/17,股票,长江电力(600900.XSHG),多,100股,100股,17.59,1759,1428.97,3.3,-,0,9,0股,432.98%,0.09%
2019/6/17,股票,宁波银行(002142.XSHE),多,84股,84股,22.72,1908.48,1513.03,4.71,-,0,2.52,0股,382.62%,0.10%
2019/6/17,股票,上海机场(600009.XSHG),多,100股,100股,74.84,7484,6407.36,10.77,-,0,168,0股,595.13%,0.38%
2019/6/17,股票,万科A(000002.XSHE),多,200股,200股,27.91,5582,4647.54,4.67,-,0,-4,0股,497.35%,0.28%
2019/6/17,股票,格力电器(000651.XSHE),多,3100股,3100股,50.74,157294,47018.61,35.57,-,0,-1302,0股,42.64%,7.95%
2019/6/17,股票,万华化学(600309.XSHG),多,7320股,7320股,38.66,282991.2,67837.2,29.39,-,0,-1317.6,0股,31.53%,14.31%
2019/6/17,股票,金地集团(600383.XSHG),多,41200股,41200股,11.86,488632,98819,9.46,-,0,824,0股,25.35%,24.70%
2019/6/17,股票,深高速(600548.XSHG),多,13900股,13900股,9.53,132467,7826,8.97,-,0,-1251,0股,6.28%,6.70%
2019/6/17,,Cash,,,,,896446.49,,,,,,,,
2019/6/18,股票,招商银行(600036.XSHG),多,100股,100股,36.02,3602,2808.78,7.93,-,0,42,0股,354.10%,0.18%
2019/6/18,股票,长江电力(600900.XSHG),多,100股,100股,17.69,1769,1438.97,3.3,-,0,10,0股,436.01%,0.09%
2019/6/18,股票,宁波银行(002142.XSHE),多,84股,84股,22.76,1911.84,1516.39,4.71,-,0,3.36,0股,383.46%,0.10%
2019/6/18,股票,上海机场(600009.XSHG),多,100股,100股,75.37,7537,6460.36,10.77,-,0,53,0股,600.05%,0.38%
2019/6/18,股票,万科A(000002.XSHE),多,200股,200股,27.7,5540,4605.54,4.67,-,0,-42,0股,492.86%,0.28%
2019/6/18,股票,格力电器(000651.XSHE),多,3100股,3100股,51.03,158193,47917.61,35.57,-,0,899,0股,43.45%,8%
2019/6/18,股票,万华化学(600309.XSHG),多,7320股,7320股,38.9,284748,69594,29.39,-,0,1756.8,0股,32.35%,14.39%
2019/6/18,股票,金地集团(600383.XSHG),多,41200股,41200股,11.81,486572,96759,9.46,-,0,-2060,0股,24.82%,24.59%
2019/6/18,股票,深高速(600548.XSHG),多,13900股,13900股,9.52,132328,7687,8.97,-,0,-139,0股,6.17%,6.69%
2019/6/18,,Cash,,,,,896446.49,,,,,,,,
2019/6/19,股票,招商银行(600036.XSHG),多,100股,100股,36.8,3680,2886.78,7.93,-,0,78,0股,363.93%,0.18%
2019/6/19,股票,长江电力(600900.XSHG),多,100股,100股,17.78,1778,1447.97,3.3,-,0,9,0股,438.74%,0.09%
2019/6/19,股票,宁波银行(002142.XSHE),多,84股,84股,23.17,1946.28,1550.83,4.71,-,0,34.44,0股,392.17%,0.10%
2019/6/19,股票,上海机场(600009.XSHG),多,100股,100股,76.55,7655,6578.36,10.77,-,0,118,0股,611.01%,0.38%
2019/6/19,股票,万科A(000002.XSHE),多,200股,200股,27.73,5546,4611.54,4.67,-,0,6,0股,493.50%,0.28%
2019/6/19,股票,格力电器(000651.XSHE),多,3100股,3100股,52.11,161541,51265.61,35.57,-,0,3348,0股,46.49%,8.10%
2019/6/19,股票,万华化学(600309.XSHG),多,7320股,7320股,39.9,292068,76914,29.39,-,0,7320,0股,35.75%,14.65%
2019/6/19,股票,金地集团(600383.XSHG),多,41200股,41200股,11.9,490280,100467,9.46,-,0,3708,0股,25.77%,24.59%
2019/6/19,股票,深高速(600548.XSHG),多,13900股,13900股,9.54,132606,7965,8.97,-,0,278,0股,6.39%,6.65%
2019/6/19,,Cash,,,,,896446.49,,,,,,,,
2019/6/20,股票,招商银行(600036.XSHG),多,100股,100股,38.38,3838,3044.78,7.93,-,0,158,0股,383.85%,0.19%
2019/6/20,股票,长江电力(600900.XSHG),多,100股,100股,17.98,1798,1467.97,3.3,-,0,20,0股,444.80%,0.09%
2019/6/20,股票,宁波银行(002142.XSHE),多,84股,84股,24.44,2052.96,1657.51,4.71,-,0,106.68,0股,419.15%,0.10%
2019/6/20,股票,上海机场(600009.XSHG),多,100股,100股,78.8,7880,6803.36,10.77,-,0,225,0股,631.91%,0.39%
2019/6/20,股票,万科A(000002.XSHE),多,200股,200股,28.45,5690,4755.54,4.67,-,0,144,0股,508.91%,0.28%
2019/6/20,股票,格力电器(000651.XSHE),多,3100股,3100股,54,167400,57124.61,35.57,-,0,5859,0股,51.80%,8.26%
2019/6/20,股票,万华化学(600309.XSHG),多,7320股,7320股,41.54,304072.8,88918.8,29.39,-,0,12004.8,0股,41.33%,15%
2019/6/20,股票,金地集团(600383.XSHG),多,41200股,41200股,12.23,503876,114063,9.46,-,0,13596,0股,29.26%,24.85%
2019/6/20,股票,深高速(600548.XSHG),多,13900股,13900股,9.66,134274,9633,8.97,-,0,1668,0股,7.73%,6.62%
2019/6/20,,Cash,,,,,896446.49,,,,,,,,
2019/6/21,股票,招商银行(600036.XSHG),多,100股,100股,37.69,3769,2975.78,7.93,-,0,-69,0股,375.15%,0.19%
2019/6/21,股票,长江电力(600900.XSHG),多,100股,100股,17.63,1763,1432.97,3.3,-,0,-35,0股,434.19%,0.09%
2019/6/21,股票,宁波银行(002142.XSHE),多,84股,84股,23.79,1998.36,1602.91,4.71,-,0,-54.6,0股,405.34%,0.10%
2019/6/21,股票,上海机场(600009.XSHG),多,100股,100股,78.24,7824,6747.36,10.77,-,0,-56,0股,626.71%,0.39%
2019/6/21,股票,万科A(000002.XSHE),多,200股,200股,28.31,5662,4727.54,4.67,-,0,-28,0股,505.91%,0.28%
2019/6/21,股票,格力电器(000651.XSHE),多,3100股,3100股,53.31,165261,54985.61,35.57,-,0,-2139,0股,49.86%,8.15%
2019/6/21,股票,万华化学(600309.XSHG),多,7320股,7320股,41.98,307293.6,92139.6,29.39,-,0,3220.8,0股,42.82%,15.16%
2019/6/21,股票,金地集团(600383.XSHG),多,41200股,41200股,12.22,503464,113651,9.46,-,0,-412,0股,29.16%,24.83%
2019/6/21,股票,深高速(600548.XSHG),多,13900股,13900股,9.65,134135,9494,8.97,-,0,-139,0股,7.62%,6.62%
2019/6/21,,Cash,,,,,896446.49,,,,,,,,
2019/6/24,股票,招商银行(600036.XSHG),多,100股,100股,37.96,3796,3002.78,7.93,-,0,27,0股,378.56%,0.19%
2019/6/24,股票,长江电力(600900.XSHG),多,100股,100股,17.58,1758,1427.97,3.3,-,0,-5,0股,432.68%,0.09%
2019/6/24,股票,宁波银行(002142.XSHE),多,84股,84股,24.15,2028.6,1633.15,4.71,-,0,30.24,0股,412.99%,0.10%
2019/6/24,股票,上海机场(600009.XSHG),多,100股,100股,79.14,7914,6837.36,10.77,-,0,90,0股,635.07%,0.39%
2019/6/24,股票,万科A(000002.XSHE),多,200股,200股,28.13,5626,4691.54,4.67,-,0,-36,0股,502.06%,0.28%
2019/6/24,股票,格力电器(000651.XSHE),多,3100股,3100股,54.35,168485,58209.61,35.57,-,0,3224,0股,52.79%,8.27%
2019/6/24,股票,万华化学(600309.XSHG),多,7320股,7320股,42.96,314467.2,99313.2,29.39,-,0,7173.6,0股,46.16%,15.44%
2019/6/24,股票,金地集团(600383.XSHG),多,41200股,41200股,12.17,501404,111591,9.46,-,0,-2060,0股,28.63%,24.62%
2019/6/24,股票,深高速(600548.XSHG),多,13900股,13900股,9.7,134830,10189,8.97,-,0,695,0股,8.17%,6.62%
2019/6/24,,Cash,,,,,896446.49,,,,,,,,
2019/6/25,股票,招商银行(600036.XSHG),多,100股,100股,36.13,3613,2819.78,7.93,-,0,-183,0股,355.49%,0.18%
2019/6/25,股票,长江电力(600900.XSHG),多,100股,100股,17.65,1765,1434.97,3.3,-,0,7,0股,434.80%,0.09%
2019/6/25,股票,宁波银行(002142.XSHE),多,84股,84股,23.67,1988.28,1592.83,4.71,-,0,-40.32,0股,402.79%,0.10%
2019/6/25,股票,上海机场(600009.XSHG),多,100股,100股,78.49,7849,6772.36,10.77,-,0,-65,0股,629.03%,0.39%
2019/6/25,股票,万科A(000002.XSHE),多,200股,200股,27.88,5576,4641.54,4.67,-,0,-50,0股,496.71%,0.27%
2019/6/25,股票,格力电器(000651.XSHE),多,3100股,3100股,54.1,167710,57434.61,35.57,-,0,-775,0股,52.08%,8.26%
2019/6/25,股票,万华化学(600309.XSHG),多,7320股,7320股,43.09,315418.8,100264.8,29.39,-,0,951.6,0股,46.60%,15.54%
2019/6/25,股票,金地集团(600383.XSHG),多,41200股,41200股,11.97,493164,103351,9.46,-,0,-8240,0股,26.51%,24.29%
2019/6/25,股票,深高速(600548.XSHG),多,13900股,13900股,9.83,136637,11996,8.97,-,0,1807,0股,9.62%,6.73%
2019/6/25,,Cash,,,,,896446.49,,,,,,,,
2019/6/26,股票,招商银行(600036.XSHG),多,100股,100股,35.47,3547,2753.78,7.93,-,0,-66,0股,347.17%,0.18%
2019/6/26,股票,长江电力(600900.XSHG),多,100股,100股,17.83,1783,1452.97,3.3,-,0,18,0股,440.25%,0.09%
2019/6/26,股票,宁波银行(002142.XSHE),多,84股,84股,23.61,1983.24,1587.79,4.71,-,0,-5.04,0股,401.52%,0.10%
2019/6/26,股票,上海机场(600009.XSHG),多,100股,100股,79.2,7920,6843.36,10.77,-,0,71,0股,635.62%,0.39%
2019/6/26,股票,万科A(000002.XSHE),多,200股,200股,27.79,5558,4623.54,4.67,-,0,-18,0股,494.78%,0.28%
2019/6/26,股票,格力电器(000651.XSHE),多,3100股,3100股,54.47,168857,58581.61,35.57,-,0,1147,0股,53.12%,8.36%
2019/6/26,股票,万华化学(600309.XSHG),多,7320股,7320股,42.45,310734,95580,29.39,-,0,-4684.8,0股,44.42%,15.38%
2019/6/26,股票,金地集团(600383.XSHG),多,41200股,41200股,11.92,491104,101291,9.46,-,0,-2060,0股,25.98%,24.30%
2019/6/26,股票,深高速(600548.XSHG),多,13900股,13900股,9.57,133023,8382,8.97,-,0,-3614,0股,6.72%,6.58%
2019/6/26,,Cash,,,,,896446.49,,,,,,,,
2019/6/27,股票,招商银行(600036.XSHG),多,100股,100股,36.45,3645,2851.78,7.93,-,0,98,0股,359.52%,0.18%
2019/6/27,股票,长江电力(600900.XSHG),多,100股,100股,17.81,1781,1450.97,3.3,-,0,-2,0股,439.65%,0.09%
2019/6/27,股票,宁波银行(002142.XSHE),多,84股,84股,24,2016,1620.55,4.71,-,0,32.76,0股,409.80%,0.10%
2019/6/27,股票,上海机场(600009.XSHG),多,100股,100股,81.27,8127,7050.36,10.77,-,0,207,0股,654.85%,0.40%
2019/6/27,股票,万科A(000002.XSHE),多,200股,200股,27.84,5568,4633.54,4.67,-,0,10,0股,495.85%,0.27%
2019/6/27,股票,格力电器(000651.XSHE),多,3100股,3100股,54.99,170469,60193.61,35.57,-,0,1612,0股,54.58%,8.40%
2019/6/27,股票,万华化学(600309.XSHG),多,7320股,7320股,42.92,314174.4,99020.4,29.39,-,0,3440.4,0股,46.02%,15.48%
2019/6/27,股票,金地集团(600383.XSHG),多,41200股,41200股,12,494400,104587,9.46,-,0,3296,0股,26.83%,24.36%
2019/6/27,股票,深高速(600548.XSHG),多,13900股,13900股,9.55,132745,8104,8.97,-,0,-278,0股,6.50%,6.54%
2019/6/27,,Cash,,,,,896446.49,,,,,,,,
2019/6/28,股票,招商银行(600036.XSHG),多,100股,100股,35.98,3598,2804.78,7.93,-,0,-47,0股,353.60%,0.18%
2019/6/28,股票,长江电力(600900.XSHG),多,100股,100股,17.9,1790,1459.97,3.3,-,0,9,0股,442.38%,0.09%
2019/6/28,股票,宁波银行(002142.XSHE),多,84股,84股,24.24,2036.16,1640.71,4.71,-,0,20.16,0股,414.90%,0.10%
2019/6/28,股票,上海机场(600009.XSHG),多,100股,100股,83.78,8378,7301.36,10.77,-,0,251,0股,678.16%,0.41%
2019/6/28,股票,万科A(000002.XSHE),多,200股,200股,27.81,5562,4627.54,4.67,-,0,-6,0股,495.21%,0.27%
2019/6/28,股票,格力电器(000651.XSHE),多,3100股,3100股,55,170500,60224.61,35.57,-,0,31,0股,54.61%,8.43%
2019/6/28,股票,万华化学(600309.XSHG),多,7320股,7320股,42.79,313222.8,98068.8,29.39,-,0,-951.6,0股,45.58%,15.48%
2019/6/28,股票,金地集团(600383.XSHG),多,41200股,41200股,11.93,491516,101703,9.46,-,0,-2884,0股,26.09%,24.29%
2019/6/28,股票,深高速(600548.XSHG),多,13900股,13900股,9.39,130521,5880,8.97,-,0,-2224,0股,4.72%,6.45%
2019/6/28,,Cash,,,,,896446.49,,,,,,,,
2019/7/1,股票,招商银行(600036.XSHG),多,100股,100股,36.9,3690,2896.78,7.93,-,0,92,0股,365.20%,0.18%
2019/7/1,股票,长江电力(600900.XSHG),多,100股,100股,17.81,1781,1450.97,3.3,-,0,-9,0股,439.65%,0.09%
2019/7/1,股票,宁波银行(002142.XSHE),多,84股,84股,24.8,2083.2,1687.75,4.71,-,0,47.04,0股,426.80%,0.10%
2019/7/1,股票,上海机场(600009.XSHG),多,100股,100股,86.5,8650,7573.36,10.77,-,0,272,0股,703.43%,0.42%
2019/7/1,股票,万科A(000002.XSHE),多,200股,200股,28.62,5724,4789.54,4.67,-,0,162,0股,512.55%,0.28%
2019/7/1,股票,格力电器(000651.XSHE),多,3100股,3100股,58.59,181629,71353.61,35.57,-,0,11129,0股,64.70%,8.83%
2019/7/1,股票,万华化学(600309.XSHG),多,7320股,7320股,43.9,321348,106194,29.39,-,0,8125.2,0股,49.36%,15.62%
2019/7/1,股票,金地集团(600383.XSHG),多,41200股,41200股,12.22,503464,113651,9.46,-,0,11948,0股,29.16%,24.47%
2019/7/1,股票,深高速(600548.XSHG),多,13900股,13900股,9.55,132745,8104,8.97,-,0,2224,0股,6.50%,6.45%
2019/7/1,,Cash,,,,,896446.49,,,,,,,,
2019/7/2,股票,招商银行(600036.XSHG),多,100股,100股,36.52,3652,2858.78,7.93,-,0,-38,0股,360.40%,0.18%
2019/7/2,股票,长江电力(600900.XSHG),多,100股,100股,17.84,1784,1453.97,3.3,-,0,3,0股,440.56%,0.09%
2019/7/2,股票,宁波银行(002142.XSHE),多,84股,84股,24.85,2087.4,1691.95,4.71,-,0,4.2,0股,427.86%,0.10%
2019/7/2,股票,上海机场(600009.XSHG),多,100股,100股,84.43,8443,7366.36,10.77,-,0,-207,0股,684.20%,0.41%
2019/7/2,股票,万科A(000002.XSHE),多,200股,200股,28.86,5772,4837.54,4.67,-,0,48,0股,517.69%,0.28%
2019/7/2,股票,格力电器(000651.XSHE),多,3100股,3100股,58.57,181567,71291.61,35.57,-,0,-62,0股,64.65%,8.81%
2019/7/2,股票,万华化学(600309.XSHG),多,7320股,7320股,43.52,318566.4,103412.4,29.39,-,0,-2781.6,0股,48.06%,15.46%
2019/7/2,股票,金地集团(600383.XSHG),多,41200股,41200股,12.38,510056,120243,9.46,-,0,6592,0股,30.85%,24.75%
2019/7/2,股票,深高速(600548.XSHG),多,13900股,13900股,9.54,132606,7965,8.97,-,0,-139,0股,6.39%,6.43%
2019/7/2,,Cash,,,,,896446.49,,,,,,,,
2019/7/3,股票,招商银行(600036.XSHG),多,100股,100股,36.15,3615,2821.78,7.93,-,0,-37,0股,355.74%,0.17%
2019/7/3,股票,长江电力(600900.XSHG),多,100股,100股,18.26,1826,1495.97,3.3,-,0,42,0股,453.28%,0.09%
2019/7/3,股票,宁波银行(002142.XSHE),多,84股,84股,24.39,2048.76,1653.31,4.71,-,0,-38.64,0股,418.09%,0.10%
2019/7/3,股票,上海机场(600009.XSHG),多,100股,100股,82.86,8286,7209.36,10.77,-,0,-157,0股,669.62%,0.40%
2019/7/3,股票,万科A(000002.XSHE),多,200股,200股,29.17,5834,4899.54,4.67,-,0,62,0股,524.32%,0.28%
2019/7/3,股票,格力电器(000651.XSHE),多,3100股,3100股,57.33,177723,67447.61,35.57,-,0,-3844,0股,61.16%,8.60%
2019/7/3,股票,万华化学(600309.XSHG),多,7320股,7320股,42.8,313296,98142,29.39,-,0,-5270.4,0股,45.61%,15.17%
2019/7/3,股票,金地集团(600383.XSHG),多,41200股,41200股,12.65,521180,131367,9.46,-,0,11124,0股,33.70%,25.23%
2019/7/3,股票,深高速(600548.XSHG),多,19300股,13900股,9.73,187789,10876,9.17,-,0,2911,5400股,6.15%,9.09%
2019/7/3,,Cash,,,,,844158.81,,,,,,,,
2019/7/4,股票,招商银行(600036.XSHG),多,100股,100股,36.08,3608,2814.78,7.93,-,0,-7,0股,354.86%,0.17%
2019/7/4,股票,长江电力(600900.XSHG),多,100股,100股,18.28,1828,1497.97,3.3,-,0,2,0股,453.89%,0.09%
2019/7/4,股票,宁波银行(002142.XSHE),多,84股,84股,23.78,1997.52,1602.07,4.71,-,0,-51.24,0股,405.13%,0.10%
2019/7/4,股票,上海机场(600009.XSHG),多,100股,100股,79.75,7975,6898.36,10.77,-,0,-311,0股,640.73%,0.39%
2019/7/4,股票,万科A(000002.XSHE),多,200股,200股,29.55,5910,4975.54,4.67,-,0,76,0股,532.45%,0.29%
2019/7/4,股票,格力电器(000651.XSHE),多,3100股,3100股,56.88,176328,66052.61,35.57,-,0,-1395,0股,59.90%,8.52%
2019/7/4,股票,万华化学(600309.XSHG),多,7320股,7320股,42.86,313735.2,98581.2,29.39,-,0,439.2,0股,45.82%,15.16%
2019/7/4,股票,金地集团(600383.XSHG),多,41200股,41200股,12.82,528184,138371,9.46,-,0,7004,0股,35.50%,25.53%
2019/7/4,股票,深高速(600548.XSHG),多,19300股,19300股,9.6,185280,8367,9.17,-,0,-2509,0股,4.73%,8.96%
2019/7/4,,Cash,,,,,844158.81,,,,,,,,
2019/7/5,股票,招商银行(600036.XSHG),多,100股,100股,36.47,3647,2853.78,7.93,-,0,39,0股,359.77%,0.18%
2019/7/5,股票,长江电力(600900.XSHG),多,100股,100股,18.37,1837,1506.97,3.3,-,0,9,0股,456.62%,0.09%
2019/7/5,股票,宁波银行(002142.XSHE),多,84股,84股,23.78,1997.52,1602.07,4.71,-,0,0,0股,405.13%,0.10%
2019/7/5,股票,上海机场(600009.XSHG),多,100股,100股,81.4,8140,7063.36,10.77,-,0,165,0股,656.06%,0.39%
2019/7/5,股票,万科A(000002.XSHE),多,200股,200股,29.45,5890,4955.54,4.67,-,0,-20,0股,530.31%,0.28%
2019/7/5,股票,格力电器(000651.XSHE),多,3100股,3100股,58.1,180110,69834.61,35.57,-,0,3782,0股,63.33%,8.67%
2019/7/5,股票,万华化学(600309.XSHG),多,7320股,7320股,43.48,318273.6,103119.6,29.39,-,0,4538.4,0股,47.93%,15.32%
2019/7/5,股票,金地集团(600383.XSHG),多,41200股,41200股,12.71,523652,133839,9.46,-,0,-4532,0股,34.33%,25.21%
2019/7/5,股票,深高速(600548.XSHG),多,19300股,19300股,9.8,189140,12227,9.17,-,0,3860,0股,6.91%,9.11%
2019/7/5,,Cash,,,,,844158.81,,,,,,,,
2019/7/8,股票,招商银行(600036.XSHG),多,100股,100股,35.56,3556,2762.78,7.93,-,0,-91,0股,348.30%,0.17%
2019/7/8,股票,长江电力(600900.XSHG),多,100股,100股,18.11,1811,1480.97,3.3,-,0,-26,0股,448.74%,0.09%
2019/7/8,股票,宁波银行(002142.XSHE),多,84股,84股,23.23,1951.32,1555.87,4.71,-,0,-46.2,0股,393.45%,0.10%
2019/7/8,股票,上海机场(600009.XSHG),多,100股,100股,79.79,7979,6902.36,10.77,-,0,-161,0股,641.10%,0.39%
2019/7/8,股票,万科A(000002.XSHE),多,200股,200股,29.15,5830,4895.54,4.67,-,0,-60,0股,523.89%,0.28%
2019/7/8,股票,格力电器(000651.XSHE),多,3100股,3100股,56.48,175088,64812.61,35.57,-,0,-5022,0股,58.77%,8.55%
2019/7/8,股票,万华化学(600309.XSHG),多,7320股,7320股,41.87,306488.4,91334.4,29.39,-,0,-11785.2,0股,42.45%,14.96%
2019/7/8,股票,金地集团(600383.XSHG),多,41200股,41200股,12.48,514176,124363,9.46,-,0,-9476,0股,31.90%,25.11%
2019/7/8,股票,深高速(600548.XSHG),多,19300股,19300股,9.69,187017,10104,9.17,-,0,-2123,0股,5.71%,9.13%
2019/7/8,,Cash,,,,,844158.81,,,,,,,,
2019/7/9,股票,招商银行(600036.XSHG),多,100股,100股,35.29,3529,2735.78,7.93,-,0,-27,0股,344.90%,0.17%
2019/7/9,股票,长江电力(600900.XSHG),多,100股,100股,17.84,1784,1453.97,3.3,-,0,-27,0股,440.56%,0.09%
2019/7/9,股票,宁波银行(002142.XSHE),多,84股,84股,23.23,1951.32,1555.87,4.71,-,0,0,0股,393.45%,0.10%
2019/7/9,股票,上海机场(600009.XSHG),多,100股,100股,80.39,8039,6962.36,10.77,-,0,60,0股,646.68%,0.39%
2019/7/9,股票,万科A(000002.XSHE),多,200股,200股,29.15,5830,4895.54,4.67,-,0,0,0股,523.89%,0.28%
2019/7/9,股票,格力电器(000651.XSHE),多,3100股,3100股,55.99,173569,63293.61,35.57,-,0,-1519,0股,57.40%,8.48%
2019/7/9,股票,万华化学(600309.XSHG),多,7320股,7320股,41.73,305463.6,90309.6,29.39,-,0,-1024.8,0股,41.97%,14.93%
2019/7/9,股票,金地集团(600383.XSHG),多,41200股,41200股,12.52,515824,126011,9.46,-,0,1648,0股,32.33%,25.21%
2019/7/9,股票,深高速(600548.XSHG),多,19300股,19300股,9.64,186052,9139,9.17,-,0,-965,0股,5.17%,9.09%
2019/7/9,,Cash,,,,,844158.81,,,,,,,,
2019/7/10,股票,招商银行(600036.XSHG),多,100股,100股,35.12,3512,2718.78,7.93,-,0,-17,0股,342.76%,0.17%
2019/7/10,股票,长江电力(600900.XSHG),多,100股,100股,18,1800,1469.97,3.3,-,0,16,0股,445.41%,0.09%
2019/7/10,股票,宁波银行(002142.XSHE),多,84股,84股,22.27,1870.68,1508.83,4.31,-,0,-47.04,0股,416.98%,0.09%
2019/7/10,股票,上海机场(600009.XSHG),多,100股,100股,81.4,8140,7063.36,10.77,-,0,101,0股,656.06%,0.40%
2019/7/10,股票,万科A(000002.XSHE),多,200股,200股,29.17,5834,4899.54,4.67,-,0,4,0股,524.32%,0.29%
2019/7/10,股票,格力电器(000651.XSHE),多,3100股,3100股,56.29,174499,64223.61,35.57,-,0,930,0股,58.24%,8.55%
2019/7/10,股票,万华化学(600309.XSHG),多,7320股,7320股,41.44,303340.8,88186.8,29.39,-,0,-2122.8,0股,40.99%,14.87%
2019/7/10,股票,金地集团(600383.XSHG),多,41200股,41200股,12.47,513764,123951,9.46,-,0,-2060,0股,31.80%,25.18%
2019/7/10,股票,深高速(600548.XSHG),多,19300股,19300股,9.51,183543,6630,9.17,-,0,-2509,0股,3.75%,9%
2019/7/10,,Cash,,,,,844185.69,,,,,,,,
2019/7/11,股票,招商银行(600036.XSHG),多,100股,100股,35.9,3590,2796.78,7.93,-,0,78,0股,352.59%,0.18%
2019/7/11,股票,长江电力(600900.XSHG),多,100股,100股,18.25,1825,1494.97,3.3,-,0,25,0股,452.98%,0.09%
2019/7/11,股票,宁波银行(002142.XSHE),多,84股,84股,22.03,1850.52,1488.67,4.31,-,0,-20.16,0股,411.41%,0.09%
